source_node,destination_node,indicator_link,jaccard_followers,jaccard_followees,cosine_followers,cosine_followees,num_followers_s,num_followers_d,num_followees_s,num_followees_d,inter_followers,inter_followees,adar_index,follows_back,same_comp,shortest_path,page_rank_s,page_rank_d,katz_s,katz_d,hubs_s,hubs_d,authorities_s,authorities_d,CB_Label
1,2,1,0.9090909090909092,0.98,0.09876974769287,0.98989898989899,96,93,99,99,90,98,49.71302054675611,1,1,2,0.0102123219221256,0.0099386654759121,0.1011468967771629,0.0996619729048641,0.0105623950378399,0.0105657377213956,0.0102426943998491,0.0099294656806348,1.0
1,3,1,0.91,0.97,0.0977647221900303,0.9847842612616292,96,95,99,98,91,97,49.206174155164625,1,1,2,0.0102123219221256,0.0101310412772226,0.1011468967771629,0.1006662000024986,0.0105623950378399,0.0104587746516452,0.0102426943998491,0.0101323952912299,1.0
1,4,1,0.91,0.98,0.0977647221900303,0.98989898989899,96,95,99,99,91,98,49.71539413609897,1,1,2,0.0102123219221256,0.0101215137362541,0.1011468967771629,0.1006362636636741,0.0105623950378399,0.0105635729471956,0.0102426943998491,0.010132317502753,0.0
1,5,1,0.9285714285714286,0.97,0.0998671893339019,0.9847842612616292,96,93,99,98,91,97,49.20501513033398,1,1,2,0.0102123219221256,0.0099559464456899,0.1011468967771629,0.0996744176778615,0.0105623950378399,0.0104601699078439,0.0102426943998491,0.0099148026953782,0.0
1,6,1,0.9183673469387756,0.97,0.099843331906923,0.9847842612616292,96,92,99,98,90,97,49.204996452301046,1,1,2,0.0102123219221256,0.0098387598473728,0.1011468967771629,0.0991413401668104,0.0105623950378399,0.0104599919090698,0.0102426943998491,0.0098246583611378,1.0
1,7,1,0.8888888888888888,0.98,0.0986973889033515,0.98989898989899,96,91,99,99,88,98,49.710572225998554,1,1,2,0.0102123219221256,0.0097353025586045,0.1011468967771629,0.0986378741246399,0.0105623950378399,0.0105678533639508,0.0102426943998491,0.0097312177768619,0.0
1,8,1,0.87,0.98,0.0975758276658134,0.98989898989899,96,91,99,99,87,98,49.710572225998554,1,1,2,0.0102123219221256,0.0097628606984082,0.1011468967771629,0.0986797872374258,0.0105623950378399,0.0105680150137226,0.0102426943998491,0.0097160702613543,1.0
1,9,1,0.9,0.95,0.0977190056961374,0.974474303586384,96,94,99,96,90,95,48.18773318517851,1,1,2,0.0102123219221256,0.010037162982264,0.1011468967771629,0.1001824227310385,0.0105623950378399,0.0102490829022577,0.0102426943998491,0.0100353824065326,1.0
1,10,1,0.89,0.98,0.0976723060518382,0.98989898989899,96,93,99,99,89,98,49.71302054675611,1,1,2,0.0102123219221256,0.0099612959188462,0.1011468967771629,0.0996644502543284,0.0105623950378399,0.0105660027997956,0.0102426943998491,0.0099046263064126,1.0
1,11,1,0.93,0.96,0.0978533273534517,0.9796428398762032,96,97,99,97,93,96,48.70405963422993,1,1,2,0.0102123219221256,0.0103193061223868,0.1011468967771629,0.1016601176129646,0.0105623950378399,0.0103475702407397,0.0102426943998491,0.0103371844055674,1.0
1,12,1,0.91,0.95,0.0977647221900303,0.974474303586384,96,95,99,96,91,95,48.197230491621035,1,1,2,0.0102123219221256,0.0101208727423175,0.1011468967771629,0.1006362154470311,0.0105623950378399,0.0102403684584232,0.0102426943998491,0.0101334544076626,1.0
1,13,1,0.93,0.97,0.0978533273534517,0.9847842612616292,96,97,99,98,93,97,49.21322504595953,1,1,2,0.0102123219221256,0.0103125335258199,0.1011468967771629,0.1016527543911584,0.0105623950378399,0.0104519471456344,0.0102426943998491,0.0103417470879664,0.0
1,14,1,0.9,0.98,0.0977190056961374,0.98989898989899,96,94,99,99,90,98,49.71421643323539,1,1,2,0.0102123219221256,0.0100450312500974,0.1011468967771629,0.1001652754055167,0.0105623950378399,0.0105647632646516,0.0102426943998491,0.0100207778951392,1.0
1,15,1,0.92,0.98,0.0978094862569671,0.98989898989899,96,96,99,99,92,98,49.71655413140645,1,1,2,0.0102123219221256,0.0102282715732882,0.1011468967771629,0.1011667423017283,0.0105623950378399,0.0105625041505701,0.0102426943998491,0.0102324699080073,0.0
1,16,1,0.9393939393939394,0.96,0.0988726328467168,0.9796428398762032,96,96,99,97,93,96,48.69921508520272,1,1,2,0.0102123219221256,0.0102275088994271,0.1011468967771629,0.1011594148762446,0.0105623950378399,0.0103515497629475,0.0102426943998491,0.0102313410629564,0.0
1,17,1,0.9292929292929292,0.95,0.0988390597965142,0.974474303586384,96,95,99,96,92,95,48.186461519618035,1,1,2,0.0102123219221256,0.010117694120577,0.1011468967771629,0.1006609089675525,0.0105623950378399,0.0102499365996294,0.0102426943998491,0.0101457177560212,1.0
1,18,1,0.9,0.95,0.0977190056961374,0.974474303586384,96,94,99,96,90,95,48.185245946988395,1,1,2,0.0102123219221256,0.0100538538652997,0.1011468967771629,0.1001751073461709,0.0105623950378399,0.0102509735458048,0.0102426943998491,0.0100137995424857,1.0
1,19,1,0.9,0.97,0.0977190056961374,0.9847842612616292,96,94,99,98,90,97,49.204996452301046,1,1,2,0.0102123219221256,0.0100299054108552,0.1011468967771629,0.1001578382748904,0.0105623950378399,0.0104597754165795,0.0102426943998491,0.0100341518963208,1.0
1,20,1,0.91,0.95,0.0977647221900303,0.974474303586384,96,95,99,96,91,95,48.193769659791144,1,1,2,0.0102123219221256,0.0101190399671901,0.1011468967771629,0.1006460101970077,0.0105623950378399,0.0102440680581456,0.0102426943998491,0.0101391594891313,0.0
1,21,1,0.89,0.93,0.0976723060518382,0.9640541410352405,96,93,99,94,89,93,47.17375451970633,1,1,2,0.0102123219221256,0.0099261233489375,0.1011468967771629,0.0996741604375131,0.0105623950378399,0.0100347113712747,0.0102426943998491,0.0099488720189431,0.0
1,22,1,0.87,0.97,0.0975758276658134,0.9847842612616292,96,91,99,98,87,97,49.200118488818866,1,1,2,0.0102123219221256,0.00976021535633,0.1011468967771629,0.0986650119754691,0.0105623950378399,0.0104644424575584,0.0102426943998491,0.0097140453212829,1.0
1,23,1,0.88,0.93,0.0976245911978802,0.9640541410352405,96,92,99,94,88,93,47.17046887038948,1,1,2,0.0102123219221256,0.0098621577818889,0.1011468967771629,0.0991686369823883,0.0105623950378399,0.0100388553431175,0.0102426943998491,0.0098098028199341,0.0
1,24,1,0.92,0.94,0.0978094862569671,0.9692782189939354,96,96,99,95,92,94,47.683261353406714,1,1,2,0.0102123219221256,0.010219274574546,0.1011468967771629,0.1011617226285444,0.0105623950378399,0.0101398979118815,0.0102426943998491,0.0102413708373672,1.0
1,25,1,0.89,0.95,0.0976723060518382,0.974474303586384,96,93,99,96,89,95,48.187751863211446,1,1,2,0.0102123219221256,0.009961229401464,0.1011468967771629,0.0996695451731294,0.0105623950378399,0.0102494710300879,0.0102426943998491,0.009906975696973,1.0
1,26,1,0.9,0.96,0.0977190056961374,0.9796428398762032,96,94,99,97,90,96,48.69818692235821,1,1,2,0.0102123219221256,0.0100432421079614,0.1011468967771629,0.1001601580713965,0.0105623950378399,0.0103530147934714,0.0102426943998491,0.0100207111121695,1.0
1,27,1,0.91,0.97,0.0977647221900303,0.9847842612616292,96,95,99,98,91,97,49.206174155164625,1,1,2,0.0102123219221256,0.0101218087149509,0.1011468967771629,0.1006758457520095,0.0105623950378399,0.0104587306365286,0.0102426943998491,0.0101468435918343,1.0
1,28,1,0.9,0.97,0.0977190056961374,0.9847842612616292,96,94,99,98,90,97,49.20621101681326,1,1,2,0.0102123219221256,0.0100263989315481,0.1011468967771629,0.1001603306375625,0.0105623950378399,0.0104587626724924,0.0102426943998491,0.0100388417618978,1.0
1,29,1,0.88,0.95,0.0976245911978802,0.974474303586384,96,92,99,96,88,95,48.190181505936074,1,1,2,0.0102123219221256,0.0098547942048311,0.1011468967771629,0.0991758763037929,0.0105623950378399,0.0102470891170384,0.0102426943998491,0.0098212869449355,1.0
1,30,1,0.898989898989899,0.94,0.0987339615524016,0.9692782189939354,96,92,99,95,89,94,47.68803012335273,1,1,2,0.0102123219221256,0.0098398582451247,0.1011468967771629,0.0991610766124907,0.0105623950378399,0.0101350374820148,0.0102426943998491,0.0098326861708458,1.0
1,31,1,0.9,0.96,0.0977190056961374,0.9796428398762032,96,94,99,97,90,96,48.70177507621327,1,1,2,0.0102123219221256,0.0100322526343175,0.1011468967771629,0.1001577042115984,0.0105623950378399,0.0103497009092764,0.0102426943998491,0.0100318761157621,0.0
1,32,1,0.88,0.95,0.0976245911978802,0.974474303586384,96,92,99,96,88,95,48.18151954575323,1,1,2,0.0102123219221256,0.0098386123095061,0.1011468967771629,0.0991659083862762,0.0105623950378399,0.0102548292675443,0.0102426943998491,0.0098360555476441,1.0
1,33,1,0.92,0.94,0.0978094862569671,0.9692782189939354,96,96,99,95,92,94,47.68303603430646,1,1,2,0.0102123219221256,0.0102156786138705,0.1011468967771629,0.1011595256889967,0.0105623950378399,0.0101398145069504,0.0102426943998491,0.0102438430334742,0.0
1,34,1,0.86,0.94,0.0975259804997006,0.9692782189939354,96,90,99,95,86,94,47.67483007957477,1,1,2,0.0102123219221256,0.0096611005863504,0.1011468967771629,0.0981618524531517,0.0105623950378399,0.0101475929768099,0.0102426943998491,0.0096151240116936,0.0
1,35,1,0.89,0.95,0.0976723060518382,0.974474303586384,96,93,99,96,89,95,48.19251920410712,1,1,2,0.0102123219221256,0.0099395224653575,0.1011468967771629,0.0996545572047838,0.0105623950378399,0.0102446583660061,0.0102426943998491,0.009926245084109,1.0
1,36,1,0.92,0.96,0.0978094862569671,0.9796428398762032,96,96,99,97,92,96,48.702862318700305,1,1,2,0.0102123219221256,0.0102177453626856,0.1011468967771629,0.1011517673012489,0.0105623950378399,0.0103482390314479,0.0102426943998491,0.0102393867153872,0.0
1,37,1,0.9292929292929292,0.92,0.0988390597965142,0.9588016125371076,96,95,99,93,92,92,46.66480018166157,1,1,2,0.0102123219221256,0.0101260106433312,0.1011468967771629,0.1006708176419881,0.0105623950378399,0.0099301777306508,0.0102426943998491,0.0101411071220965,1.0
1,38,1,0.9,0.97,0.0977190056961374,0.9847842612616292,96,94,99,98,90,97,49.207406903292544,1,1,2,0.0102123219221256,0.0100437537184601,0.1011468967771629,0.100152807412416,0.0105623950378399,0.0104579343781654,0.0102426943998491,0.0100174608682174,0.0
1,39,1,0.92,0.95,0.0978094862569671,0.974474303586384,96,96,99,96,92,95,48.1961073579622,1,1,2,0.0102123219221256,0.0102254132913573,0.1011468967771629,0.1011420969296197,0.0105623950378399,0.0102413953993231,0.0102426943998491,0.0102269475406617,0.0
1,40,1,0.95,0.91,0.0979383525102701,0.953520163750596,96,99,99,92,95,91,46.16129513455263,1,1,2,0.0102123219221256,0.0104944676232276,0.1011468967771629,0.1026493471912791,0.0105623950378399,0.0098193472288988,0.0102426943998491,0.0105532831283891,1.0
1,41,1,0.91,0.93,0.0977647221900303,0.9640541410352405,96,95,99,94,91,93,47.17529232257362,1,1,2,0.0102123219221256,0.010131404682073,0.1011468967771629,0.1006808548730808,0.0105623950378399,0.0100332803665142,0.0102426943998491,0.010138021224355,0.0
1,42,1,0.9,0.97,0.0977190056961374,0.9847842612616292,96,94,99,98,90,97,49.207406903292544,1,1,2,0.0102123219221256,0.0100621977869347,0.1011468967771629,0.1001748847473403,0.0105623950378399,0.0104576182184568,0.0102426943998491,0.0100048544211884,1.0
1,43,1,0.9,0.93,0.0977190056961374,0.9640541410352405,96,94,99,94,90,93,47.17284245973234,1,1,2,0.0102123219221256,0.0100171678861956,0.1011468967771629,0.1001600484127178,0.0105623950378399,0.0100362481284256,0.0102426943998491,0.0100501563215224,1.0
1,44,1,0.94,0.92,0.0978962737336814,0.9588016125371076,96,98,99,93,94,92,46.67052869094997,1,1,2,0.0102123219221256,0.0104037771464946,0.1011468967771629,0.1021509630440582,0.0105623950378399,0.0099246031124626,0.0102426943998491,0.010447541873166,0.0
1,45,1,0.87,0.95,0.0975758276658134,0.974474303586384,96,91,99,96,87,95,48.18036584659575,1,1,2,0.0102123219221256,0.0097475389990241,0.1011468967771629,0.0986575966531913,0.0105623950378399,0.0102552521271812,0.0102426943998491,0.009726820239677,1.0
1,46,1,0.9191919191919192,0.98,0.0988047724260945,0.98989898989899,96,94,99,99,91,98,49.71421643323539,1,1,2,0.0102123219221256,0.0100225863173786,0.1011468967771629,0.1001554348738463,0.0105623950378399,0.0105645458874079,0.0102426943998491,0.0100411473960135,0.0
1,47,1,0.91,0.94,0.0977647221900303,0.9692782189939354,96,95,99,95,91,94,47.684531495241096,1,1,2,0.0102123219221256,0.0101262027978429,0.1011468967771629,0.1006659673146434,0.0105623950378399,0.0101388976789875,0.0102426943998491,0.0101389626900157,0.0
1,48,1,0.898989898989899,0.94,0.0987339615524016,0.9692782189939354,96,92,99,95,89,94,47.66985124406133,1,1,2,0.0102123219221256,0.0098417901197348,0.1011468967771629,0.0991708328078153,0.0105623950378399,0.0101519376670965,0.0102426943998491,0.0098335436896229,1.0
1,49,1,0.87,0.92,0.0975758276658134,0.9588016125371076,96,91,99,93,87,92,46.668353492011335,1,1,2,0.0102123219221256,0.009769283605143,0.1011468967771629,0.0986778005470466,0.0105623950378399,0.0099265875985191,0.0102426943998491,0.0097099556060843,1.0
1,50,1,0.93,0.93,0.0978533273534517,0.9640541410352405,96,97,99,94,93,93,47.18585811998594,1,1,2,0.0102123219221256,0.0103080216145475,0.1011468967771629,0.1016452056241303,0.0105623950378399,0.0100242022611737,0.0102426943998491,0.0103440666949805,0.0
1,51,1,0.898989898989899,0.95,0.0987339615524016,0.974474303586384,96,92,99,96,89,95,48.18887499687028,1,1,2,0.0102123219221256,0.0098463831536334,0.1011468967771629,0.0991612225753218,0.0105623950378399,0.0102481662763346,0.0102426943998491,0.0098245926016826,0.0
1,52,1,0.9090909090909092,0.97,0.09876974769287,0.9847842612616292,96,93,99,98,90,97,49.20738871967684,1,1,2,0.0102123219221256,0.0099587381681235,0.1011468967771629,0.0996840034538964,0.0105623950378399,0.0104577899874687,0.0102426943998491,0.0099171167728829,1.0
1,53,1,0.9191919191919192,0.92,0.0988047724260945,0.9588016125371076,96,94,99,93,91,92,46.66121101968907,1,1,2,0.0102123219221256,0.0100262254033988,0.1011468967771629,0.1001824996223199,0.0105623950378399,0.0099328638248977,0.0102426943998491,0.0100488671460516,1.0
