177,5
154,183
16,113
171,92
191,121
195,169
166,119
196,36
148,136
140,174
110,112
173,151
102,75
129,141
59,166
135,5
167,42
173,72
100,160
157,29
75,149
33,135
159,1
64,154
47,138
169,68
66,172
48,153
163,10
193,40
113,91
121,90
198,152
115,159
135,188
17,198
190,129
167,94
119,15
108,97
145,41
114,21
169,86
67,141
33,167
19,140
95,121
53,137
172,95
25,133
178,22
131,63
142,158
87,141
141,62
129,70
3,141
34,143
25,175
141,197
180,70
139,159
11,174
169,188
102,77
8,194
14,144
114,27
6,103
37,179
137,60
196,42
196,12
124,24
106,12
112,172
72,132
125,47
101,23
154,40
119,5
198,106
172,31
118,115
162,82
105,67
19,178
191,1
112,9
172,83
34,136
177,94
22,191
23,187
196,8
11,183
200,192
30,183
104,114
106,126
109,194
161,47
42,182
147,29
154,172
165,154
65,155
114,1
138,1
148,8
165,68
175,172
3,160
198,120
37,170
106,165
121,112
145,36
75,195
29,129
180,41
30,148
122,55
135,26
194,199
134,75
97,156
69,136
151,17
104,58
186,36
85,181
116,109
87,129
133,119
192,45
104,95
148,25
82,135
132,95
145,110
187,87
165,149
158,104
58,158
17,197
142,93
187,91
141,137
166,198
159,122
123,197
144,62
25,200
127,104
161,111
9,128
44,145
144,155
140,33
151,191
159,129
192,189
138,31
158,184
112,115
6,142
134,142
167,51
54,129
178,12
179,147
123,116
40,158
119,148
147,190
112,193
187,60
16,193
16,176
198,7
127,25
156,13
125,161
185,112
11,195
140,152
184,130
199,146
106,67
176,148
106,193
160,115
122,92
93,167
166,9
121,135
119,134
45,126
118,80
24,177
60,143
134,38
162,161
168,137
189,13
130,20
143,68
139,4
124,31
18,120
105,1
149,29
145,16
113,38
181,189
124,139
157,120
1,115
200,62
131,26
189,32
111,2
184,94
39,128
173,82
95,140
191,37
80,161
196,149
140,181
118,70
192,3
188,177
159,168
145,184
199,31
197,135
160,182
110,79
176,104
165,95
18,153
56,163
118,106
83,178
160,91
177,89
107,146
147,151
116,187
23,188
50,194
199,144
121,55
16,146
164,54
127,109
140,85
53,180
194,138
175,102
148,108
32,123
154,88
183,85
16,111
166,35
169,70
153,57
63,159
200,4
131,150
187,142
183,35
157,156
40,176
57,180
134,140
23,106
180,109
69,123
168,41
154,158
99,180
137,136
62,118
160,4
105,36
168,107
110,117
49,194
170,200
169,55
172,144
121,161
55,166
182,169
138,27
118,30
98,131
114,141
134,111
113,1
45,114
158,10
120,162
189,72
135,192
140,4
167,67
23,123
125,159
198,19
17,121
137,75
156,41
21,197
180,17
195,93
172,42
154,83
124,117
181,56
155,192
171,40
174,119
91,188
128,76
79,176
77,173
123,20
15,110
144,99
137,43
25,181
122,41
8,160
190,170
122,20
60,138
130,175
153,15
190,89
134,156
160,102
34,121
156,61
170,182
57,121
149,89
137,16
114,65
159,24
177,164
58,116
142,112
70,160
185,187
152,137
172,16
168,36
84,110
137,119
101,5
134,48
154,129
199,6
111,69
127,100
117,46
145,60
134,68
49,187
199,71
178,129
10,186
113,98
12,157
51,174
185,52
123,106
116,66
119,92
30,156
174,140
200,152
128,46
185,169
90,131
172,106
3,183
189,115
150,86
61,130
71,172
49,196
163,54
133,38
24,142
185,192
117,38
77,125
106,187
116,25
5,101
128,194
181,185
139,13
107,27
179,28
59,134
138,91
110,21
161,62
78,178
17,133
188,167
50,116
44,180
168,141
177,16
191,151
2,168
75,127
199,45
90,166
141,146
61,108
